categorie;sous_categorie;valeur;date
Salarié;Salarié;143660;01/09/2023
X;X;37660;01/09/2023
X;X;4200;01/09/2023
X;X;4300;01/09/2023
X;X;4200;01/09/2023
X;X;6600;01/09/2023
X;X;2800;01/09/2023
X;X;4300;01/09/2023
X;X;3510;01/09/2023
X;X;7750;01/09/2023
X;X;31600;01/09/2023
X;X;4300;01/09/2023
X;X;4400;01/09/2023
X;X;5100;01/09/2023
X;X;5100;01/09/2023
X;X;9300;01/09/2023
X;X;3400;01/09/2023
X;X;26500;01/09/2023
X;X;6000;01/09/2023
X;X;3000;01/09/2023
X;X;17500;01/09/2023
X;X;27900;01/09/2023
X;X;14500;01/09/2023
X;X;13400;01/09/2023
X;X;9400;01/09/2023
X;X;3400;01/09/2023
X;X;6000;01/09/2023
X;X;8000;01/09/2023
X;X;1500;01/09/2023
X;X;1100;01/09/2023
Chiffre d'affaires;Chiffre d'affaires;160553.703285;01/10/2023
Charges d'exploitation;Charges d'exploitation;0;01/10/2023
Dépenses RH;Dépenses RH;155060;01/10/2023
Rémunérations;Rémunérations;152060;01/10/2023
Charges sociales;Charges sociales;3000;01/10/2023
Charges financière;Charges financière;0;01/10/2023
CHARGES récurrentes;CHARGES récurrentes;155060;01/10/2023
Résultat;Résultat;5493.703284999996;01/10/2023
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/10/2023
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/10/2023
Salarié;Salarié;152060;01/10/2023
X;X;43760;01/10/2023
X;X;4200;01/10/2023
X;X;4300;01/10/2023
X;X;4200;01/10/2023
X;X;6600;01/10/2023
X;X;2800;01/10/2023
X;X;4300;01/10/2023
X;X;3510;01/10/2023
X;X;7750;01/10/2023
X;X;2100;01/10/2023
X;X;4000;01/10/2023
X;X;31600;01/10/2023
X;X;4300;01/10/2023
X;X;4400;01/10/2023
X;X;5100;01/10/2023
X;X;5100;01/10/2023
X;X;9300;01/10/2023
X;X;3400;01/10/2023
X;X;29900;01/10/2023
X;X;6000;01/10/2023
X;X;3000;01/10/2023
X;X;17500;01/10/2023
X;X;3400;01/10/2023
X;X;27900;01/10/2023
X;X;14500;01/10/2023
X;X;13400;01/10/2023
X;X;9400;01/10/2023
X;X;3400;01/10/2023
X;X;6000;01/10/2023
X;X;8000;01/10/2023
X;X;1500;01/10/2023
Chiffre d'affaires;Chiffre d'affaires;166173.08289997498;01/11/2023
Charges d'exploitation;Charges d'exploitation;0;01/11/2023
Dépenses RH;Dépenses RH;158460;01/11/2023
Rémunérations;Rémunérations;155460;01/11/2023
Charges sociales;Charges sociales;3000;01/11/2023
Charges financière;Charges financière;0;01/11/2023
CHARGES récurrentes;CHARGES récurrentes;158460;01/11/2023
Résultat;Résultat;7713.082899974979;01/11/2023
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/11/2023
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/11/2023
Salarié;Salarié;155460;01/11/2023
X;X;43760;01/11/2023
X;X;4200;01/11/2023
X;X;4300;01/11/2023
X;X;4200;01/11/2023
X;X;6600;01/11/2023
X;X;2800;01/11/2023
X;X;4300;01/11/2023
X;X;3510;01/11/2023
X;X;7750;01/11/2023
X;X;2100;01/11/2023
X;X;4000;01/11/2023
X;X;31600;01/11/2023
X;X;4300;01/11/2023
X;X;4400;01/11/2023
X;X;5100;01/11/2023
X;X;5100;01/11/2023
X;X;9300;01/11/2023
X;X;3400;01/11/2023
X;X;33300;01/11/2023
X;X;6000;01/11/2023
X;X;3000;01/11/2023
X;X;3400;01/11/2023
X;X;17500;01/11/2023
X;X;3400;01/11/2023
X;X;27900;01/11/2023
X;X;14500;01/11/2023
X;X;13400;01/11/2023
X;X;9400;01/11/2023
X;X;3400;01/11/2023
X;X;6000;01/11/2023
X;X;8000;01/11/2023
X;X;1500;01/11/2023
Chiffre d'affaires;Chiffre d'affaires;171989.1408014741;01/12/2023
Charges d'exploitation;Charges d'exploitation;0;01/12/2023
Dépenses RH;Dépenses RH;156705;01/12/2023
Rémunérations;Rémunérations;153705;01/12/2023
Charges sociales;Charges sociales;3000;01/12/2023
Charges financière;Charges financière;0;01/12/2023
CHARGES récurrentes;CHARGES récurrentes;156705;01/12/2023
Impôt sur les sociétés;Impôt sur les sociétés;-85000;01/12/2023
Résultat;Résultat;100284.1408014741;01/12/2023
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/12/2023
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/12/2023
Salarié;Salarié;153705;01/12/2023
X;X;42005;01/12/2023
X;X;4200;01/12/2023
X;X;4300;01/12/2023
X;X;4200;01/12/2023
X;X;6600;01/12/2023
X;X;2800;01/12/2023
X;X;4300;01/12/2023
X;X;1755;01/12/2023
X;X;7750;01/12/2023
X;X;2100;01/12/2023
X;X;4000;01/12/2023
X;X;31600;01/12/2023
X;X;4300;01/12/2023
X;X;4400;01/12/2023
X;X;5100;01/12/2023
X;X;5100;01/12/2023
X;X;9300;01/12/2023
X;X;3400;01/12/2023
X;X;33300;01/12/2023
X;X;6000;01/12/2023
X;X;3000;01/12/2023
X;X;3400;01/12/2023
X;X;17500;01/12/2023
X;X;3400;01/12/2023
X;X;27900;01/12/2023
X;X;14500;01/12/2023
X;X;13400;01/12/2023
X;X;9400;01/12/2023
X;X;3400;01/12/2023
X;X;6000;01/12/2023
X;X;8000;01/12/2023
X;X;1500;01/12/2023
Chiffre d'affaires;Chiffre d'affaires;89062.95;01/01/2024
Charges d'exploitation;Charges d'exploitation;0;01/01/2024
Dépenses RH;Dépenses RH;124550;01/01/2024
Rémunérations;Rémunérations;120550;01/01/2024
Charges sociales;Charges sociales;4000;01/01/2024
Charges financière;Charges financière;0;01/01/2024
CHARGES récurrentes;CHARGES récurrentes;124550;01/01/2024
Résultat;Résultat;-35487.05;01/01/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/01/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/01/2024
Salarié;Salarié;120550;01/01/2024
X;X;40250;01/01/2024
X;X;4200;01/01/2024
X;X;4300;01/01/2024
X;X;4200;01/01/2024
X;X;6600;01/01/2024
X;X;2800;01/01/2024
X;X;4300;01/01/2024
X;X;7750;01/01/2024
X;X;2100;01/01/2024
X;X;4000;01/01/2024
X;X;31500;01/01/2024
X;X;4300;01/01/2024
X;X;4400;01/01/2024
X;X;5100;01/01/2024
X;X;5000;01/01/2024
X;X;9300;01/01/2024
X;X;3400;01/01/2024
X;X;33300;01/01/2024
X;X;6000;01/01/2024
X;X;3000;01/01/2024
X;X;3400;01/01/2024
X;X;17500;01/01/2024
X;X;0;01/01/2024
X;X;3400;01/01/2024
X;X;0;01/01/2024
X;X;6000;01/01/2024
X;X;6000;01/01/2024
X;X;8000;01/01/2024
X;X;1500;01/01/2024
Chiffre d'affaires;Chiffre d'affaires;234279.5;01/02/2024
Charges d'exploitation;Charges d'exploitation;0;01/02/2024
Dépenses RH;Dépenses RH;117550.02333333333;01/02/2024
Rémunérations;Rémunérations;113550.02333333333;01/02/2024
Charges sociales;Charges sociales;4000;01/02/2024
Charges financière;Charges financière;0;01/02/2024
CHARGES récurrentes;CHARGES récurrentes;117550.02333333333;01/02/2024
Résultat;Résultat;116729.47666666667;01/02/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/02/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/02/2024
Salarié;Salarié;113550.02333333333;01/02/2024
X;X;40250;01/02/2024
X;X;4200;01/02/2024
X;X;4300;01/02/2024
X;X;4200;01/02/2024
X;X;6600;01/02/2024
X;X;2800;01/02/2024
X;X;4300;01/02/2024
X;X;7750;01/02/2024
X;X;2100;01/02/2024
X;X;4000;01/02/2024
X;X;27500;01/02/2024
X;X;4300;01/02/2024
X;X;4400;01/02/2024
X;X;6100;01/02/2024
X;X;9300;01/02/2024
X;X;3400;01/02/2024
X;X;33300.02333333333;01/02/2024
X;X;6000;01/02/2024
X;X;3000;01/02/2024
X;X;3400;01/02/2024
X;X;17500;01/02/2024
X;X;0.023333333333333334;01/02/2024
X;X;3400;01/02/2024
X;X;0;01/02/2024
X;X;6000;01/02/2024
X;X;6000;01/02/2024
X;X;5000;01/02/2024
X;X;1500;01/02/2024
Chiffre d'affaires;Chiffre d'affaires;122300.5;01/03/2024
Charges d'exploitation;Charges d'exploitation;0;01/03/2024
Dépenses RH;Dépenses RH;126600.02333333333;01/03/2024
Rémunérations;Rémunérations;122600.02333333333;01/03/2024
Charges sociales;Charges sociales;4000;01/03/2024
Charges financière;Charges financière;0;01/03/2024
CHARGES récurrentes;CHARGES récurrentes;126600.02333333333;01/03/2024
Résultat;Résultat;-4299.523333333331;01/03/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/03/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/03/2024
Salarié;Salarié;122600.02333333333;01/03/2024
X;X;41450;01/03/2024
X;X;4200;01/03/2024
X;X;4300;01/03/2024
X;X;4000;01/03/2024
X;X;8000;01/03/2024
X;X;2800;01/03/2024
X;X;4300;01/03/2024
X;X;7750;01/03/2024
X;X;2100;01/03/2024
X;X;4000;01/03/2024
X;X;33100;01/03/2024
X;X;4300;01/03/2024
X;X;10000;01/03/2024
X;X;6100;01/03/2024
X;X;9300;01/03/2024
X;X;3400;01/03/2024
X;X;33300.02333333333;01/03/2024
X;X;6000;01/03/2024
X;X;3000;01/03/2024
X;X;3400;01/03/2024
X;X;17500;01/03/2024
X;X;0.023333333333333334;01/03/2024
X;X;3400;01/03/2024
X;X;0;01/03/2024
X;X;6000;01/03/2024
X;X;6000;01/03/2024
X;X;7250;01/03/2024
X;X;1500;01/03/2024
Chiffre d'affaires;Chiffre d'affaires;161904.5;01/04/2024
Charges d'exploitation;Charges d'exploitation;0;01/04/2024
Dépenses RH;Dépenses RH;111220.02333333333;01/04/2024
Rémunérations;Rémunérations;107220.02333333333;01/04/2024
Charges sociales;Charges sociales;4000;01/04/2024
Charges financière;Charges financière;0;01/04/2024
CHARGES récurrentes;CHARGES récurrentes;111220.02333333333;01/04/2024
Résultat;Résultat;50684.47666666667;01/04/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/04/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/04/2024
Salarié;Salarié;107220.02333333333;01/04/2024
X;X;35970;01/04/2024
X;X;4200;01/04/2024
X;X;4300;01/04/2024
X;X;4000;01/04/2024
X;X;2520;01/04/2024
X;X;2800;01/04/2024
X;X;4300;01/04/2024
X;X;7750;01/04/2024
X;X;2100;01/04/2024
X;X;4000;01/04/2024
X;X;23100;01/04/2024
X;X;4300;01/04/2024
X;X;6100;01/04/2024
X;X;9300;01/04/2024
X;X;3400;01/04/2024
X;X;33400.02333333333;01/04/2024
X;X;6000;01/04/2024
X;X;3000;01/04/2024
X;X;3400;01/04/2024
X;X;17500;01/04/2024
X;X;0.023333333333333334;01/04/2024
X;X;3500;01/04/2024
X;X;0;01/04/2024
X;X;6000;01/04/2024
X;X;6000;01/04/2024
X;X;7250;01/04/2024
X;X;1500;01/04/2024
Chiffre d'affaires;Chiffre d'affaires;230117.03;01/05/2024
Charges d'exploitation;Charges d'exploitation;0;01/05/2024
Dépenses RH;Dépenses RH;232750.02333333332;01/05/2024
Rémunérations;Rémunérations;228750.02333333332;01/05/2024
Charges sociales;Charges sociales;4000;01/05/2024
Charges financière;Charges financière;0;01/05/2024
CHARGES récurrentes;CHARGES récurrentes;232750.02333333332;01/05/2024
Résultat;Résultat;-2632.9933333333174;01/05/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/05/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/05/2024
Salarié;Salarié;228750.02333333332;01/05/2024
X;X;33450;01/05/2024
X;X;4200;01/05/2024
X;X;4300;01/05/2024
X;X;4000;01/05/2024
X;X;2800;01/05/2024
X;X;4300;01/05/2024
X;X;7750;01/05/2024
X;X;2100;01/05/2024
X;X;4000;01/05/2024
X;X;23100;01/05/2024
X;X;4300;01/05/2024
X;X;6100;01/05/2024
X;X;9300;01/05/2024
X;X;3400;01/05/2024
X;X;31900.023333333334;01/05/2024
X;X;3000;01/05/2024
X;X;3900;01/05/2024
X;X;3400;01/05/2024
X;X;17500;01/05/2024
X;X;0.023333333333333334;01/05/2024
X;X;4100;01/05/2024
X;X;125550;01/05/2024
X;X;65250;01/05/2024
X;X;60300;01/05/2024
X;X;6000;01/05/2024
X;X;6000;01/05/2024
X;X;7250;01/05/2024
X;X;1500;01/05/2024
Chiffre d'affaires;Chiffre d'affaires;132991.5;01/06/2024
Charges d'exploitation;Charges d'exploitation;0;01/06/2024
Dépenses RH;Dépenses RH;137788.02333333332;01/06/2024
Rémunérations;Rémunérations;133788.02333333332;01/06/2024
Charges sociales;Charges sociales;4000;01/06/2024
Charges financière;Charges financière;0;01/06/2024
CHARGES récurrentes;CHARGES récurrentes;137788.02333333332;01/06/2024
Résultat;Résultat;-4796.523333333316;01/06/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/06/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/06/2024
Salarié;Salarié;133788.02333333332;01/06/2024
X;X;35200;01/06/2024
X;X;4200;01/06/2024
X;X;4300;01/06/2024
X;X;4000;01/06/2024
X;X;2800;01/06/2024
X;X;4300;01/06/2024
X;X;7750;01/06/2024
X;X;2100;01/06/2024
X;X;4000;01/06/2024
X;X;1750;01/06/2024
X;X;23828;01/06/2024
X;X;4300;01/06/2024
X;X;6100;01/06/2024
X;X;9300;01/06/2024
X;X;4128;01/06/2024
X;X;34900.02333333333;01/06/2024
X;X;6000;01/06/2024
X;X;3900;01/06/2024
X;X;3400;01/06/2024
X;X;17500;01/06/2024
X;X;0.023333333333333334;01/06/2024
X;X;4100;01/06/2024
X;X;25110;01/06/2024
X;X;13050;01/06/2024
X;X;12060;01/06/2024
X;X;6000;01/06/2024
X;X;6000;01/06/2024
X;X;7250;01/06/2024
X;X;1500;01/06/2024
Chiffre d'affaires;Chiffre d'affaires;361413.25;01/07/2024
Charges d'exploitation;Charges d'exploitation;0;01/07/2024
Dépenses RH;Dépenses RH;145438.02333333332;01/07/2024
Rémunérations;Rémunérations;145438.02333333332;01/07/2024
Charges financière;Charges financière;0;01/07/2024
CHARGES récurrentes;CHARGES récurrentes;145438.02333333332;01/07/2024
Impôt sur les sociétés;Impôt sur les sociétés;74000;01/07/2024
Résultat;Résultat;141975.22666666668;01/07/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/07/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/07/2024
Salarié;Salarié;145438.02333333332;01/07/2024
X;X;36950;01/07/2024
X;X;4200;01/07/2024
X;X;4300;01/07/2024
X;X;4000;01/07/2024
X;X;2800;01/07/2024
X;X;4300;01/07/2024
X;X;7750;01/07/2024
X;X;2100;01/07/2024
X;X;4000;01/07/2024
X;X;3500;01/07/2024
X;X;35528;01/07/2024
X;X;4300;01/07/2024
X;X;3000;01/07/2024
X;X;6100;01/07/2024
X;X;18000;01/07/2024
X;X;4128;01/07/2024
X;X;39000.02333333333;01/07/2024
X;X;6000;01/07/2024
X;X;3900;01/07/2024
X;X;4100;01/07/2024
X;X;3400;01/07/2024
X;X;17500;01/07/2024
X;X;0.023333333333333334;01/07/2024
X;X;4100;01/07/2024
X;X;25110;01/07/2024
X;X;13050;01/07/2024
X;X;12060;01/07/2024
X;X;6600;01/07/2024
X;X;6600;01/07/2024
X;X;2250;01/07/2024
Chiffre d'affaires;Chiffre d'affaires;188238.98;01/08/2024
Charges d'exploitation;Charges d'exploitation;0;01/08/2024
Dépenses RH;Dépenses RH;139832.02333333332;01/08/2024
Rémunérations;Rémunérations;135832.02333333332;01/08/2024
Charges sociales;Charges sociales;4000;01/08/2024
Charges financière;Charges financière;0;01/08/2024
CHARGES récurrentes;CHARGES récurrentes;139832.02333333332;01/08/2024
Résultat;Résultat;48406.956666666694;01/08/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/08/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/08/2024
Salarié;Salarié;135832.02333333332;01/08/2024
X;X;36950;01/08/2024
X;X;4200;01/08/2024
X;X;4300;01/08/2024
X;X;4000;01/08/2024
X;X;2800;01/08/2024
X;X;4300;01/08/2024
X;X;7750;01/08/2024
X;X;2100;01/08/2024
X;X;4000;01/08/2024
X;X;3500;01/08/2024
X;X;27822;01/08/2024
X;X;4594;01/08/2024
X;X;1000;01/08/2024
X;X;6100;01/08/2024
X;X;12000;01/08/2024
X;X;4128;01/08/2024
X;X;35600.02333333333;01/08/2024
X;X;6000;01/08/2024
X;X;3900;01/08/2024
X;X;4100;01/08/2024
X;X;17500;01/08/2024
X;X;0.023333333333333334;01/08/2024
X;X;4100;01/08/2024
X;X;25110;01/08/2024
X;X;13050;01/08/2024
X;X;12060;01/08/2024
X;X;6600;01/08/2024
X;X;6600;01/08/2024
X;X;2250;01/08/2024
X;X;1500;01/08/2024
Chiffre d'affaires;Chiffre d'affaires;119057.1;01/09/2024
Charges d'exploitation;Charges d'exploitation;0;01/09/2024
Dépenses RH;Dépenses RH;138088.02333333332;01/09/2024
Rémunérations;Rémunérations;134088.02333333332;01/09/2024
Charges sociales;Charges sociales;4000;01/09/2024
Charges financière;Charges financière;0;01/09/2024
CHARGES récurrentes;CHARGES récurrentes;138088.02333333332;01/09/2024
Résultat;Résultat;-19030.92333333331;01/09/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/09/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/09/2024
Salarié;Salarié;134088.02333333332;01/09/2024
X;X;32650;01/09/2024
X;X;4200;01/09/2024
X;X;4000;01/09/2024
X;X;2800;01/09/2024
X;X;4300;01/09/2024
X;X;7750;01/09/2024
X;X;2100;01/09/2024
X;X;4000;01/09/2024
X;X;3500;01/09/2024
X;X;16228;01/09/2024
X;X;5000;01/09/2024
X;X;1000;01/09/2024
X;X;6100;01/09/2024
X;X;4128;01/09/2024
X;X;43000.02333333333;01/09/2024
X;X;9500;01/09/2024
X;X;3900;01/09/2024
X;X;3900;01/09/2024
X;X;4100;01/09/2024
X;X;17500;01/09/2024
X;X;0.023333333333333334;01/09/2024
X;X;4100;01/09/2024
X;X;25110;01/09/2024
X;X;13050;01/09/2024
X;X;12060;01/09/2024
X;X;6600;01/09/2024
X;X;6600;01/09/2024
X;X;9000;01/09/2024
X;X;1500;01/09/2024
Chiffre d'affaires;Chiffre d'affaires;155855.26;01/10/2024
Charges d'exploitation;Charges d'exploitation;0;01/10/2024
Dépenses RH;Dépenses RH;132588.02333333332;01/10/2024
Rémunérations;Rémunérations;128588.02333333333;01/10/2024
Charges sociales;Charges sociales;4000;01/10/2024
Charges financière;Charges financière;0;01/10/2024
CHARGES récurrentes;CHARGES récurrentes;132588.02333333332;01/10/2024
Résultat;Résultat;23267.236666666693;01/10/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/10/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/10/2024
Salarié;Salarié;128588.02333333333;01/10/2024
X;X;31850;01/10/2024
X;X;4200;01/10/2024
X;X;4000;01/10/2024
X;X;2800;01/10/2024
X;X;4300;01/10/2024
X;X;7750;01/10/2024
X;X;1000;01/10/2024
X;X;4300;01/10/2024
X;X;3500;01/10/2024
X;X;16228;01/10/2024
X;X;5000;01/10/2024
X;X;1000;01/10/2024
X;X;6100;01/10/2024
X;X;4128;01/10/2024
X;X;41800.02333333333;01/10/2024
X;X;4200;01/10/2024
X;X;3900;01/10/2024
X;X;4100;01/10/2024
X;X;3900;01/10/2024
X;X;4100;01/10/2024
X;X;17500;01/10/2024
X;X;0.023333333333333334;01/10/2024
X;X;4100;01/10/2024
X;X;25110;01/10/2024
X;X;13050;01/10/2024
X;X;12060;01/10/2024
X;X;6600;01/10/2024
X;X;6600;01/10/2024
X;X;7000;01/10/2024
Chiffre d'affaires;Chiffre d'affaires;138050.54;01/11/2024
Charges d'exploitation;Charges d'exploitation;0;01/11/2024
Dépenses RH;Dépenses RH;127288.02333333333;01/11/2024
Rémunérations;Rémunérations;123288.02333333333;01/11/2024
Charges sociales;Charges sociales;4000;01/11/2024
Charges financière;Charges financière;0;01/11/2024
CHARGES récurrentes;CHARGES récurrentes;127288.02333333333;01/11/2024
Résultat;Résultat;10762.516666666677;01/11/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/11/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/11/2024
Salarié;Salarié;123288.02333333333;01/11/2024
X;X;30850;01/11/2024
X;X;4200;01/11/2024
X;X;4000;01/11/2024
X;X;2800;01/11/2024
X;X;4300;01/11/2024
X;X;7750;01/11/2024
X;X;4300;01/11/2024
X;X;3500;01/11/2024
X;X;16228;01/11/2024
X;X;5000;01/11/2024
X;X;1000;01/11/2024
X;X;6100;01/11/2024
X;X;4128;01/11/2024
X;X;37600.02333333333;01/11/2024
X;X;3900;01/11/2024
X;X;4100;01/11/2024
X;X;3900;01/11/2024
X;X;4100;01/11/2024
X;X;17500;01/11/2024
X;X;0.023333333333333334;01/11/2024
X;X;4100;01/11/2024
X;X;25110;01/11/2024
X;X;13050;01/11/2024
X;X;12060;01/11/2024
X;X;6600;01/11/2024
X;X;6600;01/11/2024
X;X;5400;01/11/2024
X;X;1500;01/11/2024
Chiffre d'affaires;Chiffre d'affaires;406554.32;01/12/2024
Charges d'exploitation;Charges d'exploitation;0;01/12/2024
Dépenses RH;Dépenses RH;133388.02333333332;01/12/2024
Rémunérations;Rémunérations;129388.02333333333;01/12/2024
Charges sociales;Charges sociales;4000;01/12/2024
Charges financière;Charges financière;0;01/12/2024
CHARGES récurrentes;CHARGES récurrentes;133388.02333333332;01/12/2024
Résultat;Résultat;273166.2966666667;01/12/2024
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/12/2024
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/12/2024
Salarié;Salarié;129388.02333333333;01/12/2024
X;X;35350;01/12/2024
X;X;4200;01/12/2024
X;X;4000;01/12/2024
X;X;2800;01/12/2024
X;X;4300;01/12/2024
X;X;7750;01/12/2024
X;X;4300;01/12/2024
X;X;4500;01/12/2024
X;X;3500;01/12/2024
X;X;16228;01/12/2024
X;X;5000;01/12/2024
X;X;1000;01/12/2024
X;X;6100;01/12/2024
X;X;4128;01/12/2024
X;X;37600.02333333333;01/12/2024
X;X;3900;01/12/2024
X;X;4100;01/12/2024
X;X;3900;01/12/2024
X;X;4100;01/12/2024
X;X;17500;01/12/2024
X;X;0.023333333333333334;01/12/2024
X;X;4100;01/12/2024
X;X;25110;01/12/2024
X;X;13050;01/12/2024
X;X;12060;01/12/2024
X;X;6600;01/12/2024
X;X;6600;01/12/2024
X;X;7000;01/12/2024
X;X;1500;01/12/2024
Chiffre d'affaires;Chiffre d'affaires;133012.1;01/01/2025
Charges d'exploitation;Charges d'exploitation;0;01/01/2025
Dépenses RH;Dépenses RH;105878;01/01/2025
Rémunérations;Rémunérations;102378;01/01/2025
Charges sociales;Charges sociales;3500;01/01/2025
Charges financière;Charges financière;0;01/01/2025
CHARGES récurrentes;CHARGES récurrentes;105878;01/01/2025
Résultat;Résultat;27134.100000000006;01/01/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/01/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/01/2025
Salarié;Salarié;102378;01/01/2025
X;X;35350;01/01/2025
X;X;4200;01/01/2025
X;X;4000;01/01/2025
X;X;2800;01/01/2025
X;X;4300;01/01/2025
X;X;7750;01/01/2025
X;X;4300;01/01/2025
X;X;4500;01/01/2025
X;X;3500;01/01/2025
X;X;16728;01/01/2025
X;X;5000;01/01/2025
X;X;1000;01/01/2025
X;X;6600;01/01/2025
X;X;4128;01/01/2025
X;X;35700;01/01/2025
X;X;5000;01/01/2025
X;X;4100;01/01/2025
X;X;5000;01/01/2025
X;X;17500;01/01/2025
X;X;4100;01/01/2025
X;X;0;01/01/2025
X;X;6600;01/01/2025
X;X;6600;01/01/2025
X;X;8000;01/01/2025
Chiffre d'affaires;Chiffre d'affaires;148383;01/02/2025
Charges d'exploitation;Charges d'exploitation;0;01/02/2025
Dépenses RH;Dépenses RH;95878;01/02/2025
Rémunérations;Rémunérations;92378;01/02/2025
Charges sociales;Charges sociales;3500;01/02/2025
Charges financière;Charges financière;0;01/02/2025
CHARGES récurrentes;CHARGES récurrentes;95878;01/02/2025
Résultat;Résultat;52505;01/02/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/02/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/02/2025
Salarié;Salarié;92378;01/02/2025
X;X;35350;01/02/2025
X;X;4200;01/02/2025
X;X;4000;01/02/2025
X;X;2800;01/02/2025
X;X;4300;01/02/2025
X;X;7750;01/02/2025
X;X;4300;01/02/2025
X;X;4500;01/02/2025
X;X;3500;01/02/2025
X;X;16728;01/02/2025
X;X;5000;01/02/2025
X;X;1000;01/02/2025
X;X;6600;01/02/2025
X;X;4128;01/02/2025
X;X;25700;01/02/2025
X;X;4100;01/02/2025
X;X;17500;01/02/2025
X;X;4100;01/02/2025
X;X;0;01/02/2025
X;X;6600;01/02/2025
X;X;6600;01/02/2025
X;X;8000;01/02/2025
Chiffre d'affaires;Chiffre d'affaires;343073.2;01/03/2025
Charges d'exploitation;Charges d'exploitation;0;01/03/2025
Dépenses RH;Dépenses RH;95878;01/03/2025
Rémunérations;Rémunérations;92378;01/03/2025
Charges sociales;Charges sociales;3500;01/03/2025
Charges financière;Charges financière;0;01/03/2025
CHARGES récurrentes;CHARGES récurrentes;95878;01/03/2025
Résultat;Résultat;247195.2;01/03/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/03/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/03/2025
Salarié;Salarié;92378;01/03/2025
X;X;35350;01/03/2025
X;X;4200;01/03/2025
X;X;4000;01/03/2025
X;X;2800;01/03/2025
X;X;4300;01/03/2025
X;X;7750;01/03/2025
X;X;4300;01/03/2025
X;X;4500;01/03/2025
X;X;3500;01/03/2025
X;X;16728;01/03/2025
X;X;5000;01/03/2025
X;X;1000;01/03/2025
X;X;6600;01/03/2025
X;X;4128;01/03/2025
X;X;25700;01/03/2025
X;X;4100;01/03/2025
X;X;17500;01/03/2025
X;X;4100;01/03/2025
X;X;0;01/03/2025
X;X;6600;01/03/2025
X;X;6600;01/03/2025
X;X;8000;01/03/2025
Chiffre d'affaires;Chiffre d'affaires;184403.2;01/04/2025
Charges d'exploitation;Charges d'exploitation;0;01/04/2025
Dépenses RH;Dépenses RH;95878;01/04/2025
Rémunérations;Rémunérations;92378;01/04/2025
Charges sociales;Charges sociales;3500;01/04/2025
Charges financière;Charges financière;0;01/04/2025
