categorie;sous_categorie;valeur;date
CHARGES récurrentes;CHARGES récurrentes;95878;01/04/2025
Résultat;Résultat;88525.20000000001;01/04/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/04/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/04/2025
Salarié;Salarié;92378;01/04/2025
X;X;35350;01/04/2025
X;X;4200;01/04/2025
X;X;4000;01/04/2025
X;X;2800;01/04/2025
X;X;4300;01/04/2025
X;X;7750;01/04/2025
X;X;4300;01/04/2025
X;X;4500;01/04/2025
X;X;3500;01/04/2025
X;X;16728;01/04/2025
X;X;5000;01/04/2025
X;X;1000;01/04/2025
X;X;6600;01/04/2025
X;X;4128;01/04/2025
X;X;25700;01/04/2025
X;X;4100;01/04/2025
X;X;17500;01/04/2025
X;X;4100;01/04/2025
X;X;0;01/04/2025
X;X;6600;01/04/2025
X;X;6600;01/04/2025
X;X;8000;01/04/2025
Chiffre d'affaires;Chiffre d'affaires;149038.2;01/05/2025
Charges d'exploitation;Charges d'exploitation;0;01/05/2025
Dépenses RH;Dépenses RH;91178;01/05/2025
Rémunérations;Rémunérations;88178;01/05/2025
Charges sociales;Charges sociales;3000;01/05/2025
Charges financière;Charges financière;0;01/05/2025
CHARGES récurrentes;CHARGES récurrentes;91178;01/05/2025
Résultat;Résultat;57860.20000000001;01/05/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/05/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/05/2025
Salarié;Salarié;88178;01/05/2025
X;X;31150;01/05/2025
X;X;4000;01/05/2025
X;X;2800;01/05/2025
X;X;4300;01/05/2025
X;X;7750;01/05/2025
X;X;4300;01/05/2025
X;X;4500;01/05/2025
X;X;3500;01/05/2025
X;X;16728;01/05/2025
X;X;5000;01/05/2025
X;X;1000;01/05/2025
X;X;6600;01/05/2025
X;X;4128;01/05/2025
X;X;25700;01/05/2025
X;X;4100;01/05/2025
X;X;17500;01/05/2025
X;X;4100;01/05/2025
X;X;0;01/05/2025
X;X;6600;01/05/2025
X;X;6600;01/05/2025
X;X;8000;01/05/2025
Chiffre d'affaires;Chiffre d'affaires;259047.5;01/06/2025
Charges d'exploitation;Charges d'exploitation;0;01/06/2025
Dépenses RH;Dépenses RH;96178;01/06/2025
Rémunérations;Rémunérations;92678;01/06/2025
Charges sociales;Charges sociales;3500;01/06/2025
Charges financière;Charges financière;0;01/06/2025
CHARGES récurrentes;CHARGES récurrentes;96178;01/06/2025
Impôt sur les sociétés;Impôt sur les sociétés;-75000;01/06/2025
Résultat;Résultat;237869.5;01/06/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/06/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/06/2025
Salarié;Salarié;92678;01/06/2025
X;X;31150;01/06/2025
X;X;4000;01/06/2025
X;X;2800;01/06/2025
X;X;4300;01/06/2025
X;X;7750;01/06/2025
X;X;4300;01/06/2025
X;X;4500;01/06/2025
X;X;3500;01/06/2025
X;X;16728;01/06/2025
X;X;5000;01/06/2025
X;X;1000;01/06/2025
X;X;6600;01/06/2025
X;X;4128;01/06/2025
X;X;30200;01/06/2025
X;X;4500;01/06/2025
X;X;4100;01/06/2025
X;X;17500;01/06/2025
X;X;4100;01/06/2025
X;X;0;01/06/2025
X;X;6600;01/06/2025
X;X;6600;01/06/2025
X;X;8000;01/06/2025
Chiffre d'affaires;Chiffre d'affaires;400327.5;01/07/2025
Charges d'exploitation;Charges d'exploitation;0;01/07/2025
Dépenses RH;Dépenses RH;271948;01/07/2025
Rémunérations;Rémunérations;268448;01/07/2025
Charges sociales;Charges sociales;3500;01/07/2025
Charges financière;Charges financière;0;01/07/2025
CHARGES récurrentes;CHARGES récurrentes;271948;01/07/2025
Résultat;Résultat;128379.5;01/07/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/07/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/07/2025
Salarié;Salarié;268448;01/07/2025
X;X;31150;01/07/2025
X;X;4000;01/07/2025
X;X;2800;01/07/2025
X;X;4300;01/07/2025
X;X;7750;01/07/2025
X;X;4300;01/07/2025
X;X;4500;01/07/2025
X;X;3500;01/07/2025
X;X;16728;01/07/2025
X;X;5000;01/07/2025
X;X;1000;01/07/2025
X;X;6600;01/07/2025
X;X;4128;01/07/2025
X;X;30200;01/07/2025
X;X;4500;01/07/2025
X;X;4100;01/07/2025
X;X;17500;01/07/2025
X;X;4100;01/07/2025
X;X;175770;01/07/2025
X;X;91350;01/07/2025
X;X;84420;01/07/2025
X;X;6600;01/07/2025
X;X;6600;01/07/2025
X;X;8000;01/07/2025
Chiffre d'affaires;Chiffre d'affaires;194439.5;01/08/2025
Charges d'exploitation;Charges d'exploitation;0;01/08/2025
Dépenses RH;Dépenses RH;121288;01/08/2025
Rémunérations;Rémunérations;117788;01/08/2025
Charges sociales;Charges sociales;3500;01/08/2025
Charges financière;Charges financière;0;01/08/2025
CHARGES récurrentes;CHARGES récurrentes;121288;01/08/2025
Résultat;Résultat;73151.5;01/08/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/08/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/08/2025
Salarié;Salarié;117788;01/08/2025
X;X;31150;01/08/2025
X;X;4000;01/08/2025
X;X;2800;01/08/2025
X;X;4300;01/08/2025
X;X;7750;01/08/2025
X;X;4300;01/08/2025
X;X;4500;01/08/2025
X;X;3500;01/08/2025
X;X;16728;01/08/2025
X;X;5000;01/08/2025
X;X;1000;01/08/2025
X;X;6600;01/08/2025
X;X;4128;01/08/2025
X;X;30200;01/08/2025
X;X;4500;01/08/2025
X;X;4100;01/08/2025
X;X;17500;01/08/2025
X;X;4100;01/08/2025
X;X;25110;01/08/2025
X;X;13050;01/08/2025
X;X;12060;01/08/2025
X;X;6600;01/08/2025
X;X;6600;01/08/2025
X;X;8000;01/08/2025
Chiffre d'affaires;Chiffre d'affaires;260047.5;01/09/2025
Charges d'exploitation;Charges d'exploitation;0;01/09/2025
Dépenses RH;Dépenses RH;121288;01/09/2025
Rémunérations;Rémunérations;117788;01/09/2025
Charges sociales;Charges sociales;3500;01/09/2025
Charges financière;Charges financière;0;01/09/2025
CHARGES récurrentes;CHARGES récurrentes;121288;01/09/2025
Résultat;Résultat;138759.5;01/09/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/09/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/09/2025
Salarié;Salarié;117788;01/09/2025
X;X;31150;01/09/2025
X;X;4000;01/09/2025
X;X;2800;01/09/2025
X;X;4300;01/09/2025
X;X;7750;01/09/2025
X;X;4300;01/09/2025
X;X;4500;01/09/2025
X;X;3500;01/09/2025
X;X;16728;01/09/2025
X;X;5000;01/09/2025
X;X;1000;01/09/2025
X;X;6600;01/09/2025
X;X;4128;01/09/2025
X;X;30200;01/09/2025
X;X;4500;01/09/2025
X;X;4100;01/09/2025
X;X;17500;01/09/2025
X;X;4100;01/09/2025
X;X;25110;01/09/2025
X;X;13050;01/09/2025
X;X;12060;01/09/2025
X;X;6600;01/09/2025
X;X;6600;01/09/2025
X;X;8000;01/09/2025
Chiffre d'affaires;Chiffre d'affaires;166367.5;01/10/2025
Charges d'exploitation;Charges d'exploitation;0;01/10/2025
Dépenses RH;Dépenses RH;121288;01/10/2025
Rémunérations;Rémunérations;117788;01/10/2025
Charges sociales;Charges sociales;3500;01/10/2025
Charges financière;Charges financière;0;01/10/2025
CHARGES récurrentes;CHARGES récurrentes;121288;01/10/2025
Résultat;Résultat;45079.5;01/10/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/10/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/10/2025
Salarié;Salarié;117788;01/10/2025
X;X;31150;01/10/2025
X;X;4000;01/10/2025
X;X;2800;01/10/2025
X;X;4300;01/10/2025
X;X;7750;01/10/2025
X;X;4300;01/10/2025
X;X;4500;01/10/2025
X;X;3500;01/10/2025
X;X;16728;01/10/2025
X;X;5000;01/10/2025
X;X;1000;01/10/2025
X;X;6600;01/10/2025
X;X;4128;01/10/2025
X;X;30200;01/10/2025
X;X;4500;01/10/2025
X;X;4100;01/10/2025
X;X;17500;01/10/2025
X;X;4100;01/10/2025
X;X;25110;01/10/2025
X;X;13050;01/10/2025
X;X;12060;01/10/2025
X;X;6600;01/10/2025
X;X;6600;01/10/2025
X;X;8000;01/10/2025
Chiffre d'affaires;Chiffre d'affaires;163047.5;01/11/2025
Charges d'exploitation;Charges d'exploitation;0;01/11/2025
Dépenses RH;Dépenses RH;121288;01/11/2025
Rémunérations;Rémunérations;117788;01/11/2025
Charges sociales;Charges sociales;3500;01/11/2025
Charges financière;Charges financière;0;01/11/2025
CHARGES récurrentes;CHARGES récurrentes;121288;01/11/2025
Résultat;Résultat;41759.5;01/11/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/11/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/11/2025
Salarié;Salarié;117788;01/11/2025
X;X;31150;01/11/2025
X;X;4000;01/11/2025
X;X;2800;01/11/2025
X;X;4300;01/11/2025
X;X;7750;01/11/2025
X;X;4300;01/11/2025
X;X;4500;01/11/2025
X;X;3500;01/11/2025
X;X;16728;01/11/2025
X;X;5000;01/11/2025
X;X;1000;01/11/2025
X;X;6600;01/11/2025
X;X;4128;01/11/2025
X;X;30200;01/11/2025
X;X;4500;01/11/2025
X;X;4100;01/11/2025
X;X;17500;01/11/2025
X;X;4100;01/11/2025
X;X;25110;01/11/2025
X;X;13050;01/11/2025
X;X;12060;01/11/2025
X;X;6600;01/11/2025
X;X;6600;01/11/2025
X;X;8000;01/11/2025
Chiffre d'affaires;Chiffre d'affaires;363787.5;01/12/2025
Charges d'exploitation;Charges d'exploitation;0;01/12/2025
Dépenses RH;Dépenses RH;121288;01/12/2025
Rémunérations;Rémunérations;117788;01/12/2025
Charges sociales;Charges sociales;3500;01/12/2025
Charges financière;Charges financière;0;01/12/2025
CHARGES récurrentes;CHARGES récurrentes;121288;01/12/2025
Résultat;Résultat;242499.5;01/12/2025
Remboursement de prêt BPI - 900 k€ : début 2026;Remboursement de prêt BPI - 900 k€ : début 2026;54000;01/12/2025
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/12/2025
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/12/2025
Salarié;Salarié;117788;01/12/2025
X;X;31150;01/12/2025
X;X;4000;01/12/2025
X;X;2800;01/12/2025
X;X;4300;01/12/2025
X;X;7750;01/12/2025
X;X;4300;01/12/2025
X;X;4500;01/12/2025
X;X;3500;01/12/2025
X;X;16728;01/12/2025
X;X;5000;01/12/2025
X;X;1000;01/12/2025
X;X;6600;01/12/2025
X;X;4128;01/12/2025
X;X;30200;01/12/2025
X;X;4500;01/12/2025
X;X;4100;01/12/2025
X;X;17500;01/12/2025
X;X;4100;01/12/2025
X;X;25110;01/12/2025
X;X;13050;01/12/2025
X;X;12060;01/12/2025
X;X;6600;01/12/2025
X;X;6600;01/12/2025
X;X;8000;01/12/2025
Chiffre d'affaires;Chiffre d'affaires;257027.5;01/01/2026
Charges d'exploitation;Charges d'exploitation;0;01/01/2026
Dépenses RH;Dépenses RH;121288;01/01/2026
Rémunérations;Rémunérations;117788;01/01/2026
Charges sociales;Charges sociales;3500;01/01/2026
Charges financière;Charges financière;0;01/01/2026
Résultat;Résultat;135739.5;01/01/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/01/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/01/2026
Salarié;Salarié;117788;01/01/2026
X;X;31150;01/01/2026
X;X;4000;01/01/2026
X;X;2800;01/01/2026
X;X;4300;01/01/2026
X;X;7750;01/01/2026
X;X;4300;01/01/2026
X;X;4500;01/01/2026
X;X;3500;01/01/2026
X;X;16728;01/01/2026
X;X;5000;01/01/2026
X;X;1000;01/01/2026
X;X;6600;01/01/2026
X;X;4128;01/01/2026
X;X;30200;01/01/2026
X;X;4500;01/01/2026
X;X;4100;01/01/2026
X;X;17500;01/01/2026
X;X;4100;01/01/2026
X;X;25110;01/01/2026
X;X;13050;01/01/2026
X;X;12060;01/01/2026
X;X;6600;01/01/2026
X;X;6600;01/01/2026
X;X;8000;01/01/2026
Chiffre d'affaires;Chiffre d'affaires;244147.5;01/02/2026
Charges d'exploitation;Charges d'exploitation;0;01/02/2026
Dépenses RH;Dépenses RH;121288;01/02/2026
Rémunérations;Rémunérations;117788;01/02/2026
Charges sociales;Charges sociales;3500;01/02/2026
Charges financière;Charges financière;0;01/02/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/02/2026
Résultat;Résultat;122859.5;01/02/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/02/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/02/2026
Salarié;Salarié;117788;01/02/2026
X;X;31150;01/02/2026
X;X;4000;01/02/2026
X;X;2800;01/02/2026
X;X;4300;01/02/2026
X;X;7750;01/02/2026
X;X;4300;01/02/2026
X;X;4500;01/02/2026
X;X;3500;01/02/2026
X;X;16728;01/02/2026
X;X;5000;01/02/2026
X;X;1000;01/02/2026
X;X;6600;01/02/2026
X;X;4128;01/02/2026
X;X;30200;01/02/2026
X;X;4500;01/02/2026
X;X;4100;01/02/2026
X;X;17500;01/02/2026
X;X;4100;01/02/2026
X;X;25110;01/02/2026
X;X;13050;01/02/2026
X;X;12060;01/02/2026
X;X;6600;01/02/2026
X;X;6600;01/02/2026
X;X;8000;01/02/2026
Chiffre d'affaires;Chiffre d'affaires;297547.5;01/03/2026
Charges d'exploitation;Charges d'exploitation;0;01/03/2026
Dépenses RH;Dépenses RH;121288;01/03/2026
Rémunérations;Rémunérations;117788;01/03/2026
Charges sociales;Charges sociales;3500;01/03/2026
Charges financière;Charges financière;0;01/03/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/03/2026
Résultat;Résultat;176259.5;01/03/2026
Remboursement de prêt BPI - 900 k€ : début 2026;Remboursement de prêt BPI - 900 k€ : début 2026;54000;01/03/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/03/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/03/2026
Salarié;Salarié;117788;01/03/2026
X;X;31150;01/03/2026
X;X;4000;01/03/2026
X;X;2800;01/03/2026
X;X;4300;01/03/2026
X;X;7750;01/03/2026
X;X;4300;01/03/2026
X;X;4500;01/03/2026
X;X;3500;01/03/2026
X;X;16728;01/03/2026
X;X;5000;01/03/2026
X;X;1000;01/03/2026
X;X;6600;01/03/2026
X;X;4128;01/03/2026
X;X;30200;01/03/2026
X;X;4500;01/03/2026
X;X;4100;01/03/2026
X;X;17500;01/03/2026
X;X;4100;01/03/2026
X;X;25110;01/03/2026
X;X;13050;01/03/2026
X;X;12060;01/03/2026
X;X;6600;01/03/2026
X;X;6600;01/03/2026
X;X;8000;01/03/2026
Chiffre d'affaires;Chiffre d'affaires;239087.5;01/04/2026
Charges d'exploitation;Charges d'exploitation;0;01/04/2026
Dépenses RH;Dépenses RH;121288;01/04/2026
Rémunérations;Rémunérations;117788;01/04/2026
Charges sociales;Charges sociales;3500;01/04/2026
Charges financière;Charges financière;0;01/04/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/04/2026
Résultat;Résultat;117799.5;01/04/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/04/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/04/2026
Salarié;Salarié;117788;01/04/2026
X;X;31150;01/04/2026
X;X;4000;01/04/2026
X;X;2800;01/04/2026
X;X;4300;01/04/2026
X;X;7750;01/04/2026
X;X;4300;01/04/2026
X;X;4500;01/04/2026
X;X;3500;01/04/2026
X;X;16728;01/04/2026
X;X;5000;01/04/2026
X;X;1000;01/04/2026
X;X;6600;01/04/2026
X;X;4128;01/04/2026
X;X;30200;01/04/2026
X;X;4500;01/04/2026
X;X;4100;01/04/2026
X;X;17500;01/04/2026
X;X;4100;01/04/2026
X;X;25110;01/04/2026
X;X;13050;01/04/2026
X;X;12060;01/04/2026
X;X;6600;01/04/2026
X;X;6600;01/04/2026
X;X;8000;01/04/2026
Chiffre d'affaires;Chiffre d'affaires;209547.5;01/05/2026
Charges d'exploitation;Charges d'exploitation;0;01/05/2026
Dépenses RH;Dépenses RH;121288;01/05/2026
Rémunérations;Rémunérations;117788;01/05/2026
Charges sociales;Charges sociales;3500;01/05/2026
Charges financière;Charges financière;0;01/05/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/05/2026
Impôt sur les sociétés;Impôt sur les sociétés;-85000;01/05/2026
Résultat;Résultat;173259.5;01/05/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/05/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/05/2026
Salarié;Salarié;117788;01/05/2026
X;X;31150;01/05/2026
X;X;4000;01/05/2026
X;X;2800;01/05/2026
X;X;4300;01/05/2026
X;X;7750;01/05/2026
X;X;4300;01/05/2026
X;X;4500;01/05/2026
X;X;3500;01/05/2026
X;X;16728;01/05/2026
X;X;5000;01/05/2026
X;X;1000;01/05/2026
X;X;6600;01/05/2026
X;X;4128;01/05/2026
X;X;30200;01/05/2026
X;X;4500;01/05/2026
X;X;4100;01/05/2026
X;X;17500;01/05/2026
X;X;4100;01/05/2026
X;X;25110;01/05/2026
X;X;13050;01/05/2026
X;X;12060;01/05/2026
X;X;6600;01/05/2026
X;X;6600;01/05/2026
X;X;8000;01/05/2026
Chiffre d'affaires;Chiffre d'affaires;323047.5;01/06/2026
Charges d'exploitation;Charges d'exploitation;0;01/06/2026
Dépenses RH;Dépenses RH;121288;01/06/2026
Rémunérations;Rémunérations;117788;01/06/2026
Charges sociales;Charges sociales;3500;01/06/2026
Charges financière;Charges financière;0;01/06/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/06/2026
Résultat;Résultat;201759.5;01/06/2026
Remboursement de prêt BPI - 900 k€ : début 2026;Remboursement de prêt BPI - 900 k€ : début 2026;54000;01/06/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/06/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/06/2026
Salarié;Salarié;117788;01/06/2026
X;X;31150;01/06/2026
X;X;4000;01/06/2026
X;X;2800;01/06/2026
X;X;4300;01/06/2026
X;X;7750;01/06/2026
X;X;4300;01/06/2026
X;X;4500;01/06/2026
X;X;3500;01/06/2026
X;X;16728;01/06/2026
X;X;5000;01/06/2026
X;X;1000;01/06/2026
X;X;6600;01/06/2026
X;X;4128;01/06/2026
X;X;30200;01/06/2026
X;X;4500;01/06/2026
X;X;4100;01/06/2026
X;X;17500;01/06/2026
X;X;4100;01/06/2026
X;X;25110;01/06/2026
X;X;13050;01/06/2026
X;X;12060;01/06/2026
X;X;6600;01/06/2026
X;X;6600;01/06/2026
X;X;8000;01/06/2026
Chiffre d'affaires;Chiffre d'affaires;472827.5;01/07/2026
Charges d'exploitation;Charges d'exploitation;0;01/07/2026
Dépenses RH;Dépenses RH;121288;01/07/2026
Rémunérations;Rémunérations;117788;01/07/2026
Charges sociales;Charges sociales;3500;01/07/2026
Charges financière;Charges financière;0;01/07/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/07/2026
Résultat;Résultat;351539.5;01/07/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/07/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/07/2026
Salarié;Salarié;117788;01/07/2026
X;X;31150;01/07/2026
X;X;4000;01/07/2026
X;X;2800;01/07/2026
X;X;4300;01/07/2026
X;X;7750;01/07/2026
X;X;4300;01/07/2026
X;X;4500;01/07/2026
X;X;3500;01/07/2026
X;X;16728;01/07/2026
X;X;5000;01/07/2026
X;X;1000;01/07/2026
X;X;6600;01/07/2026
X;X;4128;01/07/2026
X;X;30200;01/07/2026
X;X;4500;01/07/2026
X;X;4100;01/07/2026
X;X;17500;01/07/2026
X;X;4100;01/07/2026
X;X;25110;01/07/2026
X;X;13050;01/07/2026
X;X;12060;01/07/2026
X;X;6600;01/07/2026
X;X;6600;01/07/2026
X;X;8000;01/07/2026
Chiffre d'affaires;Chiffre d'affaires;275439.5;01/08/2026
Charges d'exploitation;Charges d'exploitation;0;01/08/2026
Dépenses RH;Dépenses RH;121288;01/08/2026
Rémunérations;Rémunérations;117788;01/08/2026
Charges sociales;Charges sociales;3500;01/08/2026
Charges financière;Charges financière;0;01/08/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/08/2026
Résultat;Résultat;154151.5;01/08/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/08/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/08/2026
Salarié;Salarié;117788;01/08/2026
X;X;31150;01/08/2026
X;X;4000;01/08/2026
X;X;2800;01/08/2026
X;X;4300;01/08/2026
X;X;7750;01/08/2026
X;X;4300;01/08/2026
X;X;4500;01/08/2026
X;X;3500;01/08/2026
X;X;16728;01/08/2026
X;X;5000;01/08/2026
X;X;1000;01/08/2026
X;X;6600;01/08/2026
X;X;4128;01/08/2026
X;X;30200;01/08/2026
X;X;4500;01/08/2026
X;X;4100;01/08/2026
X;X;17500;01/08/2026
X;X;4100;01/08/2026
X;X;25110;01/08/2026
X;X;13050;01/08/2026
X;X;12060;01/08/2026
X;X;6600;01/08/2026
X;X;6600;01/08/2026
X;X;8000;01/08/2026
Chiffre d'affaires;Chiffre d'affaires;348547.5;01/09/2026
Charges d'exploitation;Charges d'exploitation;0;01/09/2026
Dépenses RH;Dépenses RH;121288;01/09/2026
Rémunérations;Rémunérations;117788;01/09/2026
Charges sociales;Charges sociales;3500;01/09/2026
Charges financière;Charges financière;0;01/09/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/09/2026
Résultat;Résultat;227259.5;01/09/2026
Remboursement de prêt BPI - 900 k€ : début 2026;Remboursement de prêt BPI - 900 k€ : début 2026;54000;01/09/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/09/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/09/2026
Salarié;Salarié;117788;01/09/2026
X;X;31150;01/09/2026
X;X;4000;01/09/2026
X;X;2800;01/09/2026
X;X;4300;01/09/2026
X;X;7750;01/09/2026
X;X;4300;01/09/2026
X;X;4500;01/09/2026
X;X;3500;01/09/2026
X;X;16728;01/09/2026
X;X;5000;01/09/2026
X;X;1000;01/09/2026
X;X;6600;01/09/2026
X;X;4128;01/09/2026
X;X;30200;01/09/2026
X;X;4500;01/09/2026
X;X;4100;01/09/2026
X;X;17500;01/09/2026
X;X;4100;01/09/2026
X;X;25110;01/09/2026
X;X;13050;01/09/2026
X;X;12060;01/09/2026
X;X;6600;01/09/2026
X;X;6600;01/09/2026
X;X;8000;01/09/2026
Chiffre d'affaires;Chiffre d'affaires;259367.5;01/10/2026
Charges d'exploitation;Charges d'exploitation;0;01/10/2026
Dépenses RH;Dépenses RH;121288;01/10/2026
Rémunérations;Rémunérations;117788;01/10/2026
Charges sociales;Charges sociales;3500;01/10/2026
Charges financière;Charges financière;0;01/10/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/10/2026
Résultat;Résultat;138079.5;01/10/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/10/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/10/2026
Salarié;Salarié;117788;01/10/2026
X;X;31150;01/10/2026
X;X;4000;01/10/2026
X;X;2800;01/10/2026
X;X;4300;01/10/2026
X;X;7750;01/10/2026
X;X;4300;01/10/2026
X;X;4500;01/10/2026
X;X;3500;01/10/2026
X;X;16728;01/10/2026
X;X;5000;01/10/2026
X;X;1000;01/10/2026
X;X;6600;01/10/2026
X;X;4128;01/10/2026
X;X;30200;01/10/2026
X;X;4500;01/10/2026
X;X;4100;01/10/2026
X;X;17500;01/10/2026
X;X;4100;01/10/2026
X;X;25110;01/10/2026
X;X;13050;01/10/2026
X;X;12060;01/10/2026
X;X;6600;01/10/2026
X;X;6600;01/10/2026
X;X;8000;01/10/2026
Chiffre d'affaires;Chiffre d'affaires;260547.5;01/11/2026
Charges d'exploitation;Charges d'exploitation;0;01/11/2026
Dépenses RH;Dépenses RH;121288;01/11/2026
Rémunérations;Rémunérations;117788;01/11/2026
Charges sociales;Charges sociales;3500;01/11/2026
Charges financière;Charges financière;0;01/11/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/11/2026
Résultat;Résultat;139259.5;01/11/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/11/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/11/2026
Salarié;Salarié;117788;01/11/2026
X;X;31150;01/11/2026
X;X;4000;01/11/2026
X;X;2800;01/11/2026
X;X;4300;01/11/2026
X;X;7750;01/11/2026
X;X;4300;01/11/2026
X;X;4500;01/11/2026
X;X;3500;01/11/2026
X;X;16728;01/11/2026
X;X;5000;01/11/2026
X;X;1000;01/11/2026
X;X;6600;01/11/2026
X;X;4128;01/11/2026
X;X;30200;01/11/2026
X;X;4500;01/11/2026
X;X;4100;01/11/2026
X;X;17500;01/11/2026
X;X;4100;01/11/2026
X;X;25110;01/11/2026
X;X;13050;01/11/2026
X;X;12060;01/11/2026
X;X;6600;01/11/2026
X;X;6600;01/11/2026
X;X;8000;01/11/2026
Chiffre d'affaires;Chiffre d'affaires;465787.5;01/12/2026
Charges d'exploitation;Charges d'exploitation;0;01/12/2026
Dépenses RH;Dépenses RH;121288;01/12/2026
Rémunérations;Rémunérations;117788;01/12/2026
Charges sociales;Charges sociales;3500;01/12/2026
Charges financière;Charges financière;0;01/12/2026
CHARGES récurrentes;CHARGES récurrentes;121288;01/12/2026
Résultat;Résultat;344499.5;01/12/2026
Remboursement de prêt BPI - 900 k€ : début 2026;Remboursement de prêt BPI - 900 k€ : début 2026;54000;01/12/2026
Remboursement de prêt CA - 500k€??;Remboursement de prêt CA - 500k€??;9950;01/12/2026
Remboursement de prêt BNP - 200 k€;Remboursement de prêt BNP - 200 k€;3750;01/12/2026
Salarié;Salarié;117788;01/12/2026
X;X;31150;01/12/2026
X;X;4000;01/12/2026
X;X;2800;01/12/2026
X;X;4300;01/12/2026
X;X;7750;01/12/2026
X;X;4300;01/12/2026
X;X;4500;01/12/2026
X;X;3500;01/12/2026
X;X;16728;01/12/2026
X;X;5000;01/12/2026
X;X;1000;01/12/2026
X;X;6600;01/12/2026
X;X;4128;01/12/2026
X;X;30200;01/12/2026
X;X;4500;01/12/2026
X;X;4100;01/12/2026
X;X;17500;01/12/2026
X;X;4100;01/12/2026
X;X;25110;01/12/2026
X;X;13050;01/12/2026
X;X;12060;01/12/2026
X;X;6600;01/12/2026
X;X;6600;01/12/2026
